0, -0.009412903291013209
1, -0.010124252576224535
2, -0.007375783921488618
3, 0.000193246762482886
4, -0.01931863088006139
5, 0.03175623328310394
6, -0.0323177281232347
7, -0.0017038667517044815
8, -0.03694748352727401
9, 0.016583427495297655
10, 0.03175623328310394
11, -4.819714504264994e-05
12, -0.008490204237386934
13, -0.004096822785777476
14, 0.01800005450631943
15, -0.04019782793377089
16, 0.022451342458098225
17, -0.035952355341760264
18, -0.0038177096215804346
19, -0.03740786130621927
20, 0.0032578221145377027
21, -0.0016472296171741619
22, 0.0057331525497647815
23, -0.010124252576224535
24, 0.0037787102809852514
25, -0.01931863088006139
26, 0.03596528570909868
27, 0.001919366806814651
28, -0.04322857940273025
29, -0.003075196835779934
30, -0.00016925584632190293
31, 0.03742186002373273
32, 0.02277808204658868
33, 0.01800005450631943
34, -0.0032577159839456723
35, 0.03680322250100289
36, -0.004096822785777476
37, 0.005004437273109943
38, -0.04322857940273025
39, -0.022772894817899215
40, -0.03678968271220583
41, -0.0019193299678408947
